evidence_id,transaction_id,evidence_type,content
EV_004095,TXN_001365,refund_record,Refund status: none.
EV_004096,TXN_001366,payment_authentication,Payment authentication status was success.
EV_004097,TXN_001366,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-08.
EV_004098,TXN_001366,refund_record,Refund status: processed.
EV_004099,TXN_001367,payment_authentication,Payment authentication status was success.
EV_004100,TXN_001367,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-03-28.
EV_004101,TXN_001367,refund_record,Refund status: none.
EV_004102,TXN_001368,payment_authentication,Payment authentication status was failed.
EV_004103,TXN_001368,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-26.
EV_004104,TXN_001368,refund_record,Refund status: none.
EV_004105,TXN_001369,payment_authentication,Payment authentication status was success.
EV_004106,TXN_001369,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-04-29.
EV_004107,TXN_001369,refund_record,Refund status: none.
EV_004108,TXN_001370,payment_authentication,Payment authentication status was success.
EV_004109,TXN_001370,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-20.
EV_004110,TXN_001370,refund_record,Refund status: processed.
EV_004111,TXN_001371,payment_authentication,Payment authentication status was success.
EV_004112,TXN_001371,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-03.
EV_004113,TXN_001371,refund_record,Refund status: processed.
EV_004114,TXN_001372,payment_authentication,Payment authentication status was failed.
EV_004115,TXN_001372,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-08-16.
EV_004116,TXN_001372,refund_record,Refund status: none.
EV_004117,TXN_001373,payment_authentication,Payment authentication status was success.
EV_004118,TXN_001373,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-03-09.
EV_004119,TXN_001373,refund_record,Refund status: processed.
EV_004120,TXN_001374,payment_authentication,Payment authentication status was success.
EV_004121,TXN_001374,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-08-05.
EV_004122,TXN_001374,refund_record,Refund status: none.
EV_004123,TXN_001375,payment_authentication,Payment authentication status was failed.
EV_004124,TXN_001375,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-05.
EV_004125,TXN_001375,refund_record,Refund status: none.
EV_004126,TXN_001376,payment_authentication,Payment authentication status was success.
EV_004127,TXN_001376,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-01-28.
EV_004128,TXN_001376,refund_record,Refund status: none.
EV_004129,TXN_001377,payment_authentication,Payment authentication status was success.
EV_004130,TXN_001377,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-06.
EV_004131,TXN_001377,refund_record,Refund status: none.
EV_004132,TXN_001378,payment_authentication,Payment authentication status was success.
EV_004133,TXN_001378,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-07.
EV_004134,TXN_001378,refund_record,Refund status: none.
EV_004135,TXN_001379,payment_authentication,Payment authentication status was success.
EV_004136,TXN_001379,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-31.
EV_004137,TXN_001379,refund_record,Refund status: none.
EV_004138,TXN_001380,payment_authentication,Payment authentication status was success.
EV_004139,TXN_001380,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-16.
EV_004140,TXN_001380,refund_record,Refund status: processed.
EV_004141,TXN_001381,payment_authentication,Payment authentication status was failed.
EV_004142,TXN_001381,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-02.
EV_004143,TXN_001381,refund_record,Refund status: none.
EV_004144,TXN_001382,payment_authentication,Payment authentication status was success.
EV_004145,TXN_001382,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-05-28.
EV_004146,TXN_001382,refund_record,Refund status: none.
EV_004147,TXN_001383,payment_authentication,Payment authentication status was success.
EV_004148,TXN_001383,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-05-16.
EV_004149,TXN_001383,refund_record,Refund status: processed.
EV_004150,TXN_001384,payment_authentication,Payment authentication status was success.
EV_004151,TXN_001384,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-05-30.
EV_004152,TXN_001384,refund_record,Refund status: none.
EV_004153,TXN_001385,payment_authentication,Payment authentication status was success.
EV_004154,TXN_001385,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-05-30.
EV_004155,TXN_001385,refund_record,Refund status: requested.
EV_004156,TXN_001386,payment_authentication,Payment authentication status was success.
EV_004157,TXN_001386,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-28.
EV_004158,TXN_001386,refund_record,Refund status: none.
EV_004159,TXN_001387,payment_authentication,Payment authentication status was success.
EV_004160,TXN_001387,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-12.
EV_004161,TXN_001387,refund_record,Refund status: none.
EV_004162,TXN_001388,payment_authentication,Payment authentication status was success.
EV_004163,TXN_001388,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-14.
EV_004164,TXN_001388,refund_record,Refund status: requested.
EV_004165,TXN_001389,payment_authentication,Payment authentication status was success.
EV_004166,TXN_001389,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-01-07.
EV_004167,TXN_001389,refund_record,Refund status: none.
EV_004168,TXN_001390,payment_authentication,Payment authentication status was failed.
EV_004169,TXN_001390,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-13.
EV_004170,TXN_001390,refund_record,Refund status: none.
EV_004171,TXN_001391,payment_authentication,Payment authentication status was success.
EV_004172,TXN_001391,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-04-01.
EV_004173,TXN_001391,refund_record,Refund status: none.
EV_004174,TXN_001392,payment_authentication,Payment authentication status was failed.
EV_004175,TXN_001392,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-04-14.
EV_004176,TXN_001392,refund_record,Refund status: requested.
EV_004177,TXN_001393,payment_authentication,Payment authentication status was failed.
EV_004178,TXN_001393,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-02-19.
EV_004179,TXN_001393,refund_record,Refund status: none.
EV_004180,TXN_001394,payment_authentication,Payment authentication status was success.
EV_004181,TXN_001394,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-04-02.
EV_004182,TXN_001394,refund_record,Refund status: requested.
EV_004183,TXN_001395,payment_authentication,Payment authentication status was success.
EV_004184,TXN_001395,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-13.
EV_004185,TXN_001395,refund_record,Refund status: processed.
EV_004186,TXN_001396,payment_authentication,Payment authentication status was failed.
EV_004187,TXN_001396,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-04-07.
EV_004188,TXN_001396,refund_record,Refund status: requested.
EV_004189,TXN_001397,payment_authentication,Payment authentication status was success.
EV_004190,TXN_001397,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-08-07.
EV_004191,TXN_001397,refund_record,Refund status: requested.
EV_004192,TXN_001398,payment_authentication,Payment authentication status was success.
EV_004193,TXN_001398,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-04-18.
EV_004194,TXN_001398,refund_record,Refund status: none.
EV_004195,TXN_001399,payment_authentication,Payment authentication status was success.
EV_004196,TXN_001399,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-14.
EV_004197,TXN_001399,refund_record,Refund status: requested.
EV_004198,TXN_001400,payment_authentication,Payment authentication status was success.
EV_004199,TXN_001400,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-16.
EV_004200,TXN_001400,refund_record,Refund status: processed.
EV_004201,TXN_001401,payment_authentication,Payment authentication status was success.
EV_004202,TXN_001401,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-02.
EV_004203,TXN_001401,refund_record,Refund status: requested.
EV_004204,TXN_001402,payment_authentication,Payment authentication status was success.
EV_004205,TXN_001402,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-02-20.
EV_004206,TXN_001402,refund_record,Refund status: requested.
EV_004207,TXN_001403,payment_authentication,Payment authentication status was success.
EV_004208,TXN_001403,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-01-28.
EV_004209,TXN_001403,refund_record,Refund status: processed.
EV_004210,TXN_001404,payment_authentication,Payment authentication status was success.
EV_004211,TXN_001404,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-03-21.
EV_004212,TXN_001404,refund_record,Refund status: none.
EV_004213,TXN_001405,payment_authentication,Payment authentication status was failed.
EV_004214,TXN_001405,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-05.
EV_004215,TXN_001405,refund_record,Refund status: none.
EV_004216,TXN_001406,payment_authentication,Payment authentication status was success.
EV_004217,TXN_001406,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-08-18.
EV_004218,TXN_001406,refund_record,Refund status: none.
EV_004219,TXN_001407,payment_authentication,Payment authentication status was failed.
EV_004220,TXN_001407,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-24.
EV_004221,TXN_001407,refund_record,Refund status: none.
EV_004222,TXN_001408,payment_authentication,Payment authentication status was success.
EV_004223,TXN_001408,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-05-09.
EV_004224,TXN_001408,refund_record,Refund status: none.
EV_004225,TXN_001409,payment_authentication,Payment authentication status was failed.
EV_004226,TXN_001409,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-27.
EV_004227,TXN_001409,refund_record,Refund status: processed.
EV_004228,TXN_001410,payment_authentication,Payment authentication status was failed.
EV_004229,TXN_001410,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-04.
EV_004230,TXN_001410,refund_record,Refund status: processed.
EV_004231,TXN_001411,payment_authentication,Payment authentication status was success.
EV_004232,TXN_001411,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-07-21.
EV_004233,TXN_001411,refund_record,Refund status: none.
EV_004234,TXN_001412,payment_authentication,Payment authentication status was failed.
EV_004235,TXN_001412,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-18.
EV_004236,TXN_001412,refund_record,Refund status: requested.
EV_004237,TXN_001413,payment_authentication,Payment authentication status was failed.
EV_004238,TXN_001413,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-04-01.
EV_004239,TXN_001413,refund_record,Refund status: requested.
EV_004240,TXN_001414,payment_authentication,Payment authentication status was success.
EV_004241,TXN_001414,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-03-14.
EV_004242,TXN_001414,refund_record,Refund status: requested.
EV_004243,TXN_001415,payment_authentication,Payment authentication status was success.
EV_004244,TXN_001415,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-12.
EV_004245,TXN_001415,refund_record,Refund status: none.
EV_004246,TXN_001416,payment_authentication,Payment authentication status was success.
EV_004247,TXN_001416,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-05-11.
EV_004248,TXN_001416,refund_record,Refund status: requested.
EV_004249,TXN_001417,payment_authentication,Payment authentication status was success.
EV_004250,TXN_001417,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-13.
EV_004251,TXN_001417,refund_record,Refund status: none.
EV_004252,TXN_001418,payment_authentication,Payment authentication status was success.
EV_004253,TXN_001418,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-26.
EV_004254,TXN_001418,refund_record,Refund status: none.
EV_004255,TXN_001419,payment_authentication,Payment authentication status was success.
EV_004256,TXN_001419,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-16.
EV_004257,TXN_001419,refund_record,Refund status: requested.
EV_004258,TXN_001420,payment_authentication,Payment authentication status was success.
EV_004259,TXN_001420,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-02-27.
EV_004260,TXN_001420,refund_record,Refund status: none.
EV_004261,TXN_001421,payment_authentication,Payment authentication status was success.
EV_004262,TXN_001421,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-02.
EV_004263,TXN_001421,refund_record,Refund status: none.
EV_004264,TXN_001422,payment_authentication,Payment authentication status was success.
EV_004265,TXN_001422,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-02.
EV_004266,TXN_001422,refund_record,Refund status: processed.
EV_004267,TXN_001423,payment_authentication,Payment authentication status was failed.
EV_004268,TXN_001423,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-20.
EV_004269,TXN_001423,refund_record,Refund status: none.
EV_004270,TXN_001424,payment_authentication,Payment authentication status was success.
EV_004271,TXN_001424,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-20.
EV_004272,TXN_001424,refund_record,Refund status: none.
EV_004273,TXN_001425,payment_authentication,Payment authentication status was failed.
EV_004274,TXN_001425,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-06-18.
EV_004275,TXN_001425,refund_record,Refund status: processed.
EV_004276,TXN_001426,payment_authentication,Payment authentication status was success.
EV_004277,TXN_001426,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-08.
EV_004278,TXN_001426,refund_record,Refund status: none.
EV_004279,TXN_001427,payment_authentication,Payment authentication status was success.
EV_004280,TXN_001427,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-29.
EV_004281,TXN_001427,refund_record,Refund status: none.
EV_004282,TXN_001428,payment_authentication,Payment authentication status was failed.
EV_004283,TXN_001428,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-20.
EV_004284,TXN_001428,refund_record,Refund status: processed.
EV_004285,TXN_001429,payment_authentication,Payment authentication status was failed.
EV_004286,TXN_001429,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-17.
EV_004287,TXN_001429,refund_record,Refund status: none.
EV_004288,TXN_001430,payment_authentication,Payment authentication status was success.
EV_004289,TXN_001430,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-05-01.
EV_004290,TXN_001430,refund_record,Refund status: requested.
EV_004291,TXN_001431,payment_authentication,Payment authentication status was success.
EV_004292,TXN_001431,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-02.
EV_004293,TXN_001431,refund_record,Refund status: requested.
EV_004294,TXN_001432,payment_authentication,Payment authentication status was failed.
EV_004295,TXN_001432,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-26.
EV_004296,TXN_001432,refund_record,Refund status: none.
EV_004297,TXN_001433,payment_authentication,Payment authentication status was success.
EV_004298,TXN_001433,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-25.
EV_004299,TXN_001433,refund_record,Refund status: requested.
EV_004300,TXN_001434,payment_authentication,Payment authentication status was success.
EV_004301,TXN_001434,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-04-24.
EV_004302,TXN_001434,refund_record,Refund status: requested.
EV_004303,TXN_001435,payment_authentication,Payment authentication status was success.
EV_004304,TXN_001435,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-13.
EV_004305,TXN_001435,refund_record,Refund status: none.
EV_004306,TXN_001436,payment_authentication,Payment authentication status was success.
EV_004307,TXN_001436,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-05-04.
EV_004308,TXN_001436,refund_record,Refund status: none.
EV_004309,TXN_001437,payment_authentication,Payment authentication status was success.
EV_004310,TXN_001437,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-03-12.
EV_004311,TXN_001437,refund_record,Refund status: requested.
EV_004312,TXN_001438,payment_authentication,Payment authentication status was success.
EV_004313,TXN_001438,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-22.
EV_004314,TXN_001438,refund_record,Refund status: none.
EV_004315,TXN_001439,payment_authentication,Payment authentication status was success.
EV_004316,TXN_001439,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-26.
EV_004317,TXN_001439,refund_record,Refund status: processed.
EV_004318,TXN_001440,payment_authentication,Payment authentication status was success.
EV_004319,TXN_001440,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-08-15.
EV_004320,TXN_001440,refund_record,Refund status: none.
EV_004321,TXN_001441,payment_authentication,Payment authentication status was success.
EV_004322,TXN_001441,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-08-19.
EV_004323,TXN_001441,refund_record,Refund status: none.
EV_004324,TXN_001442,payment_authentication,Payment authentication status was success.
EV_004325,TXN_001442,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-30.
EV_004326,TXN_001442,refund_record,Refund status: requested.
EV_004327,TXN_001443,payment_authentication,Payment authentication status was success.
EV_004328,TXN_001443,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-29.
EV_004329,TXN_001443,refund_record,Refund status: none.
EV_004330,TXN_001444,payment_authentication,Payment authentication status was success.
EV_004331,TXN_001444,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-10.
EV_004332,TXN_001444,refund_record,Refund status: none.
EV_004333,TXN_001445,payment_authentication,Payment authentication status was success.
EV_004334,TXN_001445,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-07-16.
EV_004335,TXN_001445,refund_record,Refund status: processed.
EV_004336,TXN_001446,payment_authentication,Payment authentication status was failed.
EV_004337,TXN_001446,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-07.
EV_004338,TXN_001446,refund_record,Refund status: none.
EV_004339,TXN_001447,payment_authentication,Payment authentication status was success.
EV_004340,TXN_001447,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-26.
EV_004341,TXN_001447,refund_record,Refund status: requested.
EV_004342,TXN_001448,payment_authentication,Payment authentication status was success.
EV_004343,TXN_001448,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-08.
EV_004344,TXN_001448,refund_record,Refund status: none.
EV_004345,TXN_001449,payment_authentication,Payment authentication status was failed.
EV_004346,TXN_001449,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-07-29.
EV_004347,TXN_001449,refund_record,Refund status: none.
EV_004348,TXN_001450,payment_authentication,Payment authentication status was success.
EV_004349,TXN_001450,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-16.
EV_004350,TXN_001450,refund_record,Refund status: requested.
EV_004351,TXN_001451,payment_authentication,Payment authentication status was success.
EV_004352,TXN_001451,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-01-16.
EV_004353,TXN_001451,refund_record,Refund status: none.
EV_004354,TXN_001452,payment_authentication,Payment authentication status was success.
EV_004355,TXN_001452,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-31.
EV_004356,TXN_001452,refund_record,Refund status: none.
EV_004357,TXN_001453,payment_authentication,Payment authentication status was success.
EV_004358,TXN_001453,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-28.
EV_004359,TXN_001453,refund_record,Refund status: none.
EV_004360,TXN_001454,payment_authentication,Payment authentication status was failed.
EV_004361,TXN_001454,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-31.
EV_004362,TXN_001454,refund_record,Refund status: none.
EV_004363,TXN_001455,payment_authentication,Payment authentication status was success.
EV_004364,TXN_001455,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-08-02.
EV_004365,TXN_001455,refund_record,Refund status: requested.
EV_004366,TXN_001456,payment_authentication,Payment authentication status was success.
EV_004367,TXN_001456,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-20.
EV_004368,TXN_001456,refund_record,Refund status: requested.
EV_004369,TXN_001457,payment_authentication,Payment authentication status was failed.
EV_004370,TXN_001457,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-01.
EV_004371,TXN_001457,refund_record,Refund status: none.
EV_004372,TXN_001458,payment_authentication,Payment authentication status was success.
EV_004373,TXN_001458,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-31.
EV_004374,TXN_001458,refund_record,Refund status: requested.
EV_004375,TXN_001459,payment_authentication,Payment authentication status was success.
EV_004376,TXN_001459,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-09.
EV_004377,TXN_001459,refund_record,Refund status: processed.
EV_004378,TXN_001460,payment_authentication,Payment authentication status was success.
EV_004379,TXN_001460,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-02-09.
EV_004380,TXN_001460,refund_record,Refund status: none.
EV_004381,TXN_001461,payment_authentication,Payment authentication status was failed.
EV_004382,TXN_001461,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-05-18.
EV_004383,TXN_001461,refund_record,Refund status: requested.
EV_004384,TXN_001462,payment_authentication,Payment authentication status was success.
EV_004385,TXN_001462,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-08-16.
EV_004386,TXN_001462,refund_record,Refund status: none.
EV_004387,TXN_001463,payment_authentication,Payment authentication status was success.
EV_004388,TXN_001463,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-03-27.
EV_004389,TXN_001463,refund_record,Refund status: none.
EV_004390,TXN_001464,payment_authentication,Payment authentication status was success.
EV_004391,TXN_001464,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-10.
EV_004392,TXN_001464,refund_record,Refund status: none.
EV_004393,TXN_001465,payment_authentication,Payment authentication status was success.
EV_004394,TXN_001465,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-24.
EV_004395,TXN_001465,refund_record,Refund status: processed.
EV_004396,TXN_001466,payment_authentication,Payment authentication status was success.
EV_004397,TXN_001466,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-28.
EV_004398,TXN_001466,refund_record,Refund status: requested.
EV_004399,TXN_001467,payment_authentication,Payment authentication status was success.
EV_004400,TXN_001467,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-05.
EV_004401,TXN_001467,refund_record,Refund status: processed.
EV_004402,TXN_001468,payment_authentication,Payment authentication status was failed.
EV_004403,TXN_001468,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-08-20.
EV_004404,TXN_001468,refund_record,Refund status: none.
EV_004405,TXN_001469,payment_authentication,Payment authentication status was success.
EV_004406,TXN_001469,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-25.
EV_004407,TXN_001469,refund_record,Refund status: none.
EV_004408,TXN_001470,payment_authentication,Payment authentication status was failed.
EV_004409,TXN_001470,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-04-29.
EV_004410,TXN_001470,refund_record,Refund status: none.
EV_004411,TXN_001471,payment_authentication,Payment authentication status was success.
EV_004412,TXN_001471,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-06-07.
EV_004413,TXN_001471,refund_record,Refund status: none.
EV_004414,TXN_001472,payment_authentication,Payment authentication status was success.
EV_004415,TXN_001472,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-05-30.
EV_004416,TXN_001472,refund_record,Refund status: none.
EV_004417,TXN_001473,payment_authentication,Payment authentication status was success.
EV_004418,TXN_001473,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-07.
EV_004419,TXN_001473,refund_record,Refund status: none.
EV_004420,TXN_001474,payment_authentication,Payment authentication status was success.
EV_004421,TXN_001474,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-02-28.
EV_004422,TXN_001474,refund_record,Refund status: none.
EV_004423,TXN_001475,payment_authentication,Payment authentication status was success.
EV_004424,TXN_001475,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-12.
EV_004425,TXN_001475,refund_record,Refund status: processed.
EV_004426,TXN_001476,payment_authentication,Payment authentication status was failed.
EV_004427,TXN_001476,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-12.
EV_004428,TXN_001476,refund_record,Refund status: none.
EV_004429,TXN_001477,payment_authentication,Payment authentication status was success.
EV_004430,TXN_001477,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-07.
EV_004431,TXN_001477,refund_record,Refund status: none.
EV_004432,TXN_001478,payment_authentication,Payment authentication status was success.
EV_004433,TXN_001478,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-03.
EV_004434,TXN_001478,refund_record,Refund status: requested.
EV_004435,TXN_001479,payment_authentication,Payment authentication status was success.
EV_004436,TXN_001479,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-14.
EV_004437,TXN_001479,refund_record,Refund status: requested.
EV_004438,TXN_001480,payment_authentication,Payment authentication status was success.
EV_004439,TXN_001480,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-20.
EV_004440,TXN_001480,refund_record,Refund status: processed.
EV_004441,TXN_001481,payment_authentication,Payment authentication status was failed.
EV_004442,TXN_001481,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-02-12.
EV_004443,TXN_001481,refund_record,Refund status: none.
EV_004444,TXN_001482,payment_authentication,Payment authentication status was success.
EV_004445,TXN_001482,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-07-26.
EV_004446,TXN_001482,refund_record,Refund status: none.
EV_004447,TXN_001483,payment_authentication,Payment authentication status was success.
EV_004448,TXN_001483,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-04-24.
EV_004449,TXN_001483,refund_record,Refund status: none.
EV_004450,TXN_001484,payment_authentication,Payment authentication status was success.
EV_004451,TXN_001484,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-20.
EV_004452,TXN_001484,refund_record,Refund status: none.
EV_004453,TXN_001485,payment_authentication,Payment authentication status was success.
EV_004454,TXN_001485,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-07-27.
EV_004455,TXN_001485,refund_record,Refund status: none.
EV_004456,TXN_001486,payment_authentication,Payment authentication status was failed.
EV_004457,TXN_001486,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-03-26.
EV_004458,TXN_001486,refund_record,Refund status: requested.
EV_004459,TXN_001487,payment_authentication,Payment authentication status was success.
EV_004460,TXN_001487,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-03-27.
EV_004461,TXN_001487,refund_record,Refund status: requested.
EV_004462,TXN_001488,payment_authentication,Payment authentication status was success.
EV_004463,TXN_001488,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-05-05.
EV_004464,TXN_001488,refund_record,Refund status: processed.
EV_004465,TXN_001489,payment_authentication,Payment authentication status was failed.
EV_004466,TXN_001489,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-05-22.
EV_004467,TXN_001489,refund_record,Refund status: processed.
EV_004468,TXN_001490,payment_authentication,Payment authentication status was success.
EV_004469,TXN_001490,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-10.
EV_004470,TXN_001490,refund_record,Refund status: processed.
EV_004471,TXN_001491,payment_authentication,Payment authentication status was success.
EV_004472,TXN_001491,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-01-18.
EV_004473,TXN_001491,refund_record,Refund status: none.
EV_004474,TXN_001492,payment_authentication,Payment authentication status was failed.
EV_004475,TXN_001492,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-08-09.
EV_004476,TXN_001492,refund_record,Refund status: requested.
EV_004477,TXN_001493,payment_authentication,Payment authentication status was failed.
EV_004478,TXN_001493,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-03-23.
EV_004479,TXN_001493,refund_record,Refund status: none.
EV_004480,TXN_001494,payment_authentication,Payment authentication status was success.
EV_004481,TXN_001494,delivery_confirmation,Order delivery status: pending. Delivery date: 2026-03-27.
EV_004482,TXN_001494,refund_record,Refund status: requested.
EV_004483,TXN_001495,payment_authentication,Payment authentication status was success.
EV_004484,TXN_001495,delivery_confirmation,Order delivery status: failed. Delivery date: 2026-07-17.
EV_004485,TXN_001495,refund_record,Refund status: none.
EV_004486,TXN_001496,payment_authentication,Payment authentication status was success.
EV_004487,TXN_001496,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-02-07.
EV_004488,TXN_001496,refund_record,Refund status: none.
EV_004489,TXN_001497,payment_authentication,Payment authentication status was success.
EV_004490,TXN_001497,delivery_confirmation,Order delivery status: delivered. Delivery date: 2026-07-17.
EV_004491,TXN_001497,refund_record,Refund status: none.
EV_004492,TXN_001498,payment_authentication,Payment authentication status was success.
